Source,Target,Weight
A1IPO6YTNOK8GR,B00004TTI5,5
A1IPO6YTNOK8GR,B00006LFGG,1
A1IPO6YTNOK8GR,B00005OWEJ,1
A1IPO6YTNOK8GR,802835961,5
A1IPO6YTNOK8GR,123264251,5
A1IPO6YTNOK8GR,B00000I9CF,1
A1IPO6YTNOK8GR,140291989,5
A1ISUNUWG0K02V,B00004RAM2,5
A1ISUNUWG0K02V,B00004RAL9,5
A1ISUNUWG0K02V,B0000224P3,5
A1ISUNUWG0K02V,B00004RDAZ,4
A1ISUNUWG0K02V,B00001O380,1
A1ISUNUWG0K02V,B00006B9HR,2
A1ISUNUWG0K02V,471316490,1
A1ISUNUWG0K02V,B000324XXK,1
A1ISUNUWG0K02V,B0000DIEUE,1
A1ISUNUWG0K02V,1571881832,1
A1ISUNUWG0K02V,471644218,4
A1ISUNUWG0K02V,B00004RAL1,5
A1ISUNUWG0K02V,B00004R8VC,4
A1ISUNUWG0K02V,B00002N86A,5
A1ISUNUWG0K02V,B00000J3H5,5
A1ISUNUWG0K02V,B00000J3HE,5
A1ISUNUWG0K02V,B00000J3HB,5
A1ISUNUWG0K02V,B00000J3H7,5
A1ISUNUWG0K02V,B00002N7NI,5
A1ISUNUWG0K02V,B00000JDKT,5
A1ISUNUWG0K02V,B000038ABH,5
A1ISUNUWG0K02V,B00000K3SI,4
A1ISUNUWG0K02V,B00002JXBI,5
A1ISUNUWG0K02V,B0000488VH,5
A1ISUNUWG0K02V,B00000JX2V,5
A1ISUNUWG0K02V,B00000J4VA,4
A1ISUNUWG0K02V,B00000J1QZ,3
A1ISUNUWG0K02V,B00000K390,4
A1ISUNUWG0K02V,B00004U8QB,5
A1ISUNUWG0K02V,B00004RIUJ,4
A1ISUNUWG0K02V,B0000224P4,5
A1ISUNUWG0K02V,B00000JHQ6,5
A1ISUNUWG0K02V,B000023VUK,2
A1ISUNUWG0K02V,B00004RALY,5
A1ISUNUWG0K02V,B00004SCKA,5
A1ISUNUWG0K02V,B00004RC2D,4
A1ISUNUWG0K02V,B00000JHVP,5
A1ISUNUWG0K02V,B00004RIVS,4
A1ISUNUWG0K02V,B00004RIW0,4
A1ISUNUWG0K02V,B00004RIW8,4
A1IU7S4HCK1XK0,879053801,4
A1IU7S4HCK1XK0,097735380X,5
A1IU7S4HCK1XK0,B000FDEC6A,5
A1IU7S4HCK1XK0,747576297,1
A1IU7S4HCK1XK0,1400097444,3
A1IU7S4HCK1XK0,1933405031,5
A1IU7S4HCK1XK0,B0000029OP,4
A1IU7S4HCK1XK0,785807373,5
A1IU7S4HCK1XK0,809434768,4
A1IU7S4HCK1XK0,1841880329,5
A1IU7S4HCK1XK0,1850294755,5
A1IU7S4HCK1XK0,B00061I4U6,5
A1IU7S4HCK1XK0,B000AYYTBW,4
A1IU7S4HCK1XK0,B0002ZAEYA,5
A1IU7S4HCK1XK0,B0002INUIY,4
A1IU7S4HCK1XK0,B00067E4FO,3
A1IU7S4HCK1XK0,B000052ZBD,5
A1IU7S4HCK1XK0,B000052XPB,5
A1IU7S4HCK1XK0,B0009F3R7E,5
A1IU7S4HCK1XK0,1890626465,3
A1IU7S4HCK1XK0,375701168,5
A1IU7S4HCK1XK0,156477452X,4
A1IU7S4HCK1XK0,B00008J2S8,4
A1IU7S4HCK1XK0,B00008GQBY,4
A1IU7S4HCK1XK0,B00006JNOS,5
A1IU7S4HCK1XK0,897332466,5
A1IU7S4HCK1XK0,1883010845,5
A1IU7S4HCK1XK0,29317207,5
A1IU7S4HCK1XK0,60931736,5
A1IU7S4HCK1XK0,879514620,5
A1IU7S4HCK1XK0,879514620,5
A1IU7S4HCK1XK0,679724885,4
A1IU7S4HCK1XK0,B000021Y77,5
A1IU7S4HCK1XK0,B00004W5UC,4
A1IU7S4HCK1XK0,802150594,5
A1IU7S4HCK1XK0,1579902537,3
A1IU7S4HCK1XK0,B000005WG5,5
A1IU7S4HCK1XK0,B000063V8S,5
A1IU7S4HCK1XK0,151770824,5
A1IU7S4HCK1XK0,679760806,4
A1IU7S4HCK1XK0,B00003CX15,4
A1IU7S4HCK1XK0,1579902650,5
A1IU7S4HCK1XK0,1931499144,5
A1IU7S4HCK1XK0,B000002B6P,4
A1IU7S4HCK1XK0,B00003CXRM,5
A1IU7S4HCK1XK0,B000066EUR,5
A1IU7S4HCK1XK0,B00005EBSF,5
A1IU7S4HCK1XK0,B00003CX9V,5
A1IU7S4HCK1XK0,1931543127,5
A1IU7S4HCK1XK0,1931499160,4
A1IU7S4HCK1XK0,28612698,5
A1IU7S4HCK1XK0,609808249,5
A1IU7S4HCK1XK0,1561580821,5
A1IU7S4HCK1XK0,B00005NCX5,5
A1IU7S4HCK1XK0,962558680,5
A1IU7S4HCK1XK0,1570760292,5
A1IU7S4HCK1XK0,095435060X,5
A1IU7S4HCK1XK0,095435060X,5
A1IU7S4HCK1XK0,471215430,5
A1IU7S4HCK1XK0,520228065,5
A1IU7S4HCK1XK0,449213358,4
A1IU7S4HCK1XK0,962558672,4
A1IU7S4HCK1XK0,B00003CXC6,5
A1IU7S4HCK1XK0,B00005JLGJ,3
A1IU7S4HCK1XK0,B000083C6V,5
A1IU7S4HCK1XK0,B00005NIUB,5
A1IU7S4HCK1XK0,B000050FDE,5
A1IU7S4HCK1XK0,441748600,3
A1IU7S4HCK1XK0,B00005AVML,5
A1IU7S4HCK1XK0,759689903,4
A1IU7S4HCK1XK0,1588517950,4
A1IU7S4HCK1XK0,B00005QKBR,4
A1IU7S4HCK1XK0,B0000027VB,5
A1IU7S4HCK1XK0,158747008X,5
A1IU7S4HCK1XK0,B000001G7Y,5
A1IU7S4HCK1XK0,B0000028NR,5
A1IU7S4HCK1XK0,B000002S4F,5
A1IU7S4HCK1XK0,449211479,5
A1IU7S4HCK1XK0,253360269,5
A1IU7S4HCK1XK0,688143253,4
A1IU7S4HCK1XK0,B00000DI3I,5
A1IU7S4HCK1XK0,B00003CXHJ,5
A1IU7S4HCK1XK0,B00003CXE4,5
A1IU7S4HCK1XK0,471285528,4
A1IU7S4HCK1XK0,671604309,4
A1IU7S4HCK1XK0,312283970,5
A1IU7S4HCK1XK0,B000067DNF,5
A1IU7S4HCK1XK0,B00005JKIS,5
A1IU7S4HCK1XK0,B00006FX8O,5
A1IU7S4HCK1XK0,B00005QB3U,4
A1IU7S4HCK1XK0,B000069IDX,4
A1IU7S4HCK1XK0,1591131626,4
A1IU7S4HCK1XK0,375758623,5
A1IU7S4HCK1XK0,B000003CYY,5
A1IU7S4HCK1XK0,B00000K2WA,5
A1IU7S4HCK1XK0,B0000025SL,5
A1IU7S4HCK1XK0,1581410670,5
A1IU7S4HCK1XK0,B00000K0E5,5
A1IU7S4HCK1XK0,471028924,3
A1IU7S4HCK1XK0,6305784922,4
A1IU7S4HCK1XK0,B00006WUWP,2
A1IU7S4HCK1XK0,B00004RGAG,5
A1IU7S4HCK1XK0,B00004RFQ2,5
A1IU7S4HCK1XK0,B00004SBH4,5
A1IU7S4HCK1XK0,800717783,5
A1IU7S4HCK1XK0,B000000XDJ,5
A1IU7S4HCK1XK0,B000000NLH,3
A1IU7S4HCK1XK0,B00005NWXB,3
A1IU7S4HCK1XK0,B00005MOTH,4
A1IU7S4HCK1XK0,B00004YYRN,4
A1IU7S4HCK1XK0,1929834179,5
A1IU7S4HCK1XK0,942018206,5
A1IU7S4HCK1XK0,B00005JKCH,5
A1IU7S4HCK1XK0,B00005JKCH,5
A1IU7S4HCK1XK0,B00006LSM1,3
A1IU7S4HCK1XK0,595211593,1
A1IU7S4HCK1XK0,B00005RJFP,2
A1IU7S4HCK1XK0,1888106832,4
A1IU7S4HCK1XK0,486259501,5
A1IU7S4HCK1XK0,B0002ZZY3G,2
A1IU7S4HCK1XK0,B0007YCN3G,5
A1IU7S4HCK1XK0,B0009KN8KK,4
A1IU7S4HCK1XK0,B0000C4KJT,5
A1IU7S4HCK1XK0,963108220,5
A1IU7S4HCK1XK0,1400097606,5
A1IU7S4HCK1XK0,1932994122,4
A1IU7S4HCK1XK0,1932994114,5
A1IU7S4HCK1XK0,671755145,5
A1IU7S4HCK1XK0,6305358613,4
A1IU7S4HCK1XK0,790729601,5
A1IU7S4HCK1XK0,887308244,4
A1IU7S4HCK1XK0,B00002SUV5,4
A1IU7S4HCK1XK0,B00005218Z,1
A1IU7S4HCK1XK0,942018214,5
A1IU7S4HCK1XK0,B000066797,3
A1IU7S4HCK1XK0,B000024HL1,4
A1IU7S4HCK1XK0,20322208,5
A1IU7S4HCK1XK0,B00000IZ1M,5
A1IU7S4HCK1XK0,679756655,5
A1IU7S4HCK1XK0,380727501,3
A1IU7S4HCK1XK0,934026947,5
A1IU7S4HCK1XK0,812090381,4
A1IU7S4HCK1XK0,486259706,5
A1IU7S4HCK1XK0,1893762041,5
A1IU7S4HCK1XK0,B000002UTZ,5
A1IU7S4HCK1XK0,B00006B1K4,5
A1IU7S4HCK1XK0,609608800,5
A1IU7S4HCK1XK0,156001314,5
A1IU7S4HCK1XK0,B00005OAIE,5
A1IU7S4HCK1XK0,964639157,5
A1IU7S4HCK1XK0,1564774325,4
A1IU7S4HCK1XK0,66211158,5
A1IU7S4HCK1XK0,B00006AG57,3
A1IU7S4HCK1XK0,934252823,3
A1IU7S4HCK1XK0,061819729X,4
A1IU7S4HCK1XK0,393316661,5
A1IU7S4HCK1XK0,486251373,5
A1IU7S4HCK1XK0,486265552,5
A1IU7S4HCK1XK0,B00000418D,4
A1IU7S4HCK1XK0,B000001GDM,5
A1IU7S4HCK1XK0,B00006FI7C,5
A1IU7S4HCK1XK0,B00005NNDO,5
A1IU7S4HCK1XK0,1582970440,5
A1IU7S4HCK1XK0,60955309,5
A1IU7S4HCK1XK0,1563152827,4
A1IU7S4HCK1XK0,1887178929,5
A1IU7S4HCK1XK0,520076729,5
A1IU7S4HCK1XK0,B00004RGDI,4
A1IU7S4HCK1XK0,393308804,4
A1IU7S4HCK1XK0,097200260X,4
A1IU7S4HCK1XK0,312860927,3
A1IU7S4HCK1XK0,048622919X,5
A1IU7S4HCK1XK0,1931499217,4
A1IU7S4HCK1XK0,193149911X,5
A1IU7S4HCK1XK0,385036213,5
A1IU7S4HCK1XK0,812500792,5
A1IU7S4HCK1XK0,765342537,5
A1IU7S4HCK1XK0,B00005W0FL,4
A1IU7S4HCK1XK0,441104029,5
A1IU7S4HCK1XK0,765342510,5
A1IU7S4HCK1XK0,B00005BGB2,4
A1IU7S4HCK1XK0,B000066EUO,4
A1IU7S4HCK1XK0,B00006596Q,5
A1IU7S4HCK1XK0,B0000006V4,5
A1IU7S4HCK1XK0,B000005OWY,5
A1IU7S4HCK1XK0,B000005P04,4
A1IU7S4HCK1XK0,B000005P54,5
A1IU7S4HCK1XK0,375413405,5
A1IU7S4HCK1XK0,068481174X,4
A1IU7S4HCK1XK0,B00004W5LV,5
A1IU7S4HCK1XK0,B000001IHL,4
A1IU7S4HCK1XK0,B00000202E,3
A1IU7S4HCK1XK0,B00005ATSQ,5
A1IU7S4HCK1XK0,1401033148,4
A1IU7S4HCK1XK0,809224275,5
A1IU7S4HCK1XK0,B00005M20J,5
A1IU7S4HCK1XK0,967673747,5
A1IU7S4HCK1XK0,B00005U123,4
A1IU7S4HCK1XK0,1931543143,4
A1IU7S4HCK1XK0,1561585114,3
A1IU7S4HCK1XK0,1564773116,4
A1IU7S4HCK1XK0,553213113,5
A1IU7S4HCK1XK0,B00004TYC7,4
A1IU7S4HCK1XK0,1580080480,4
A1IU7S4HCK1XK0,761114009,5
A1IU7S4HCK1XK0,B00004S9H9,4
A1IU7S4HCK1XK0,1557532478,4
A1IU7S4HCK1XK0,B000005HA7,4
A1IU7S4HCK1XK0,158297005X,3
A1IU7S4HCK1XK0,1581800444,3
A1IU7S4HCK1XK0,1931499047,5
A1IU7S4HCK1XK0,520070097,4
A1IU7S4HCK1XK0,B00004R92R,5
A1IU7S4HCK1XK0,B00004SD7K,5
A1IU7S4HCK1XK0,1869401883,3
A1IU7S4HCK1XK0,966828917,4
A1IU7S4HCK1XK0,B00004SPDH,4
A1IU7S4HCK1XK0,609802410,5
A1IU7S4HCK1XK0,B00004SYOP,5
A1IU7S4HCK1XK0,790729628,3
A1IU7S4HCK1XK0,B00004S9GX,5
A1IU7S4HCK1XK0,B00000JGRT,5
A1IU7S4HCK1XK0,B00000062F,5
A1IU7S4HCK1XK0,B00000061L,4
A1IU7S4HCK1XK0,1580084168,5
A1IU7S4HCK1XK0,345342968,5
A1IU7S4HCK1XK0,B000006ROD,5
A1IU7S4HCK1XK0,1400080606,4
A1IU7S4HCK1XK0,345456874,4
A1IU7S4HCK1XK0,765308738,4
A1IU7S4HCK1XK0,140005351X,4
A1IU7S4HCK1XK0,1592008623,5
A1IU7S4HCK1XK0,60958537,5
A1IU7S4HCK1XK0,972445013,4
A1IU7S4HCK1XK0,B00008Z7LW,3
A1IU7S4HCK1XK0,B000246VWA,3
A1IU7S4HCK1XK0,B00068OY12,4
A1IU7S4HCK1XK0,375700757,5
A1IU7S4HCK1XK0,B000003EKA,5
A1IU7S4HCK1XK0,B0000640VO,5
A1IU7S4HCK1XK0,B00005UVOL,5
A1IU7S4HCK1XK0,1559212527,4
A1IU7S4HCK1XK0,811802035,5
A1IU7S4HCK1XK0,B00004R91G,5
A1IU7S4HCK1XK0,757000266,5
A1IU7S4HCK1XK0,595200869,4
A1IU7S4HCK1XK0,B00005R098,3
A1IU7S4HCK1XK0,B00004SPCY,4
A1IU7S4HCK1XK0,312300387,5
A1IU7S4HCK1XK0,B000005984,5
A1IU7S4HCK1XK0,B000005984,5
A1IU7S4HCK1XK0,B000002B6M,5
A1IU7S4HCK1XK0,B000050HVJ,5
A1IU7S4HCK1XK0,B00004YVB2,5
A1IU7S4HCK1XK0,B0000047CX,5
A1IU7S4HCK1XK0,B00004SPDW,4
A1IU7S4HCK1XK0,915031027,5
A1IU7S4HCK1XK0,B00005AATF,5
A1IU7S4HCK1XK0,B00004SU18,4
A1IU7S4HCK1XK0,312863551,5
A1IU7S4HCK1XK0,B0000639WS,1
A1IU7S4HCK1XK0,B00004SGFM,4
A1IU7S4HCK1XK0,486210324,2
A1IU7S4HCK1XK0,B00004SGFQ,3
A1IU7S4HCK1XK0,60184698,5
A1IU7S4HCK1XK0,441783589,5
A1IU7S4HCK1XK0,6305144168,3
A1IU7S4HCK1XK0,B00005JKQZ,3
A1IU7S4HCK1XK0,B00004VP4M,5
A1IU7S4HCK1XK0,B00004T14B,5
A1IU7S4HCK1XK0,B00004SU16,3
A1IU7S4HCK1XK0,451191145,4
A1IU7S4HCK1XK0,380808986,5
A1IU7S4HCK1XK0,B00005A1SX,5
A1IU7S4HCK1XK0,B00005A1SX,5
A1IU7S4HCK1XK0,B00004R93Z,5
A1IU7S4HCK1XK0,70580685,5
A1IU7S4HCK1XK0,762409487,5
A1IU7S4HCK1XK0,B00005JKE0,1
A1IU7S4HCK1XK0,395740460,5
A1IU7S4HCK1XK0,886851866,3
A1IU7S4HCK1XK0,140068112,4
A1IU7S4HCK1XK0,312284160,5
A1IU7S4HCK1XK0,B000060MVK,5
A1IU7S4HCK1XK0,B00005U2SN,5
A1IU7S4HCK1XK0,812550706,5
A1IU7S4HCK1XK0,B00005MG3D,5
A1IU7S4HCK1XK0,684833395,5
A1IU7S4HCK1XK0,966965914,5
A1IU7S4HCK1XK0,B000053U7F,5
A1IU7S4HCK1XK0,B00005NWQT,4
A1IU7S4HCK1XK0,B00004SU19,3
A1IU7S4HCK1XK0,399106200,3
A1IU7S4HCK1XK0,618001999,5
A1IU7S4HCK1XK0,B000059GTO,4
A1IU7S4HCK1XK0,767811097,4
A1IU7S4HCK1XK0,B0000541VR,4
A1IU7S4HCK1XK0,942018117,5
A1IU7S4HCK1XK0,393011836,4
A1IU7S4HCK1XK0,B000063V8R,5
A1IU7S4HCK1XK0,60956860,4
A1IU7S4HCK1XK0,006092988X,4
A1IU7S4HCK1XK0,764546090,5
A1IU7S4HCK1XK0,679725229,4
A1IU7S4HCK1XK0,451524918,5
A1IU7S4HCK1XK0,B000059HAE,4
A1IU7S4HCK1XK0,B00003CXWG,4
A1IU7S4HCK1XK0,B00003CX8J,4
A1IU7S4HCK1XK0,6305627401,4
A1IU7S4HCK1XK0,630575067X,2
A1IU7S4HCK1XK0,B000056O00,4
A1IU7S4HCK1XK0,780622650,2
A1IU7S4HCK1XK0,1401032966,4
A1IU7S4HCK1XK0,B00005K9KF,3
A1IU7S4HCK1XK0,767904540,2
A1IU7S4HCK1XK0,1580081487,5
A1IU7S4HCK1XK0,679642501,5
A1IU7S4HCK1XK0,970886950,5
A1IU7S4HCK1XK0,971610363,4
A1IU7S4HCK1XK0,892724463,5
A1IU7S4HCK1XK0,425183289,4
A1IU7S4HCK1XK0,B00005K3OT,4
A1IU7S4HCK1XK0,1572160268,5
A1IU7S4HCK1XK0,971663394,5
A1IU7S4HCK1XK0,441478123,5
A1IU7S4HCK1XK0,B00000JFRU,5
A1IU7S4HCK1XK0,967589398,4
A1IU7S4HCK1XK0,517403013,5
A1IU7S4HCK1XK0,860680959,5
A1IU7S4HCK1XK0,1896511171,4
A1IU7S4HCK1XK0,439064872,5
A1IU7S4HCK1XK0,B00003CXZ1,5
A1IU7S4HCK1XK0,B00003CXZ1,5
A1IU7S4HCK1XK0,B000002UXM,5
A1IU7S4HCK1XK0,975599518,1
A1IU7S4HCK1XK0,312857586,4
A1IU7S4HCK1XK0,976737108,5
A1IU7S4HCK1XK0,131855174,5
A1IU7S4HCK1XK0,1857989147,5
A1IU7S4HCK1XK0,1932783997,4
A1IU7S4HCK1XK0,595323677,5
A1IU7S4HCK1XK0,1931499519,5
A1IU7S4HCK1XK0,1400045509,5
A1IU7S4HCK1XK0,743492609,4
A1IU7S4HCK1XK0,B00005ATST,5
A1IU7S4HCK1XK0,971661332,4
A1IU7S4HCK1XK0,B00004WGED,5
A1IU7S4HCK1XK0,B00005QZ7U,5
A1IU7S4HCK1XK0,B000062XGD,5
A1IU7S4HCK1XK0,679758259,5
A1IU7S4HCK1XK0,1564743861,5
A1IU7S4HCK1XK0,1581800509,4
A1IU7S4HCK1XK0,801978726,3
A1IU7S4HCK1XK0,446526940,5
A1IU7S4HCK1XK0,B00005OW70,5
A1IU7S4HCK1XK0,688100120,4
A1IU7S4HCK1XK0,688162193,5
A1IU7S4HCK1XK0,823039021,4
A1IU7S4HCK1XK0,553109200,4
A1IU7S4HCK1XK0,B0000549AZ,4
A1IU7S4HCK1XK0,814406688,5
A1IU7S4HCK1XK0,345321200,5
A1IU7S4HCK1XK0,B000001E5Z,5
A1IU7S4HCK1XK0,093165968X,4
A1IU7S4HCK1XK0,B00004RFNI,5
A1IU7S4HCK1XK0,B00004S8CS,1
A1IU7S4HCK1XK0,64471195,5
A1IU7S4HCK1XK0,201354497,5
A1IU7S4HCK1XK0,B00005UOFG,5
A1IU7S4HCK1XK0,B00004R944,5
A1IU7S4HCK1XK0,B000050ASK,5
A1IU7S4HCK1XK0,B000002NBY,5
A1IU7S4HCK1XK0,B00005R81Z,5
A1IU7S4HCK1XK0,1887451153,5
A1IU7S4HCK1XK0,B00004SUN2,5
A1IU7S4HCK1XK0,B00005Q5GK,5
A1IU7S4HCK1XK0,B00005Q5GI,5
A1IU7S4HCK1XK0,452281547,5
A1IU7S4HCK1XK0,1581801610,3
A1IU7S4HCK1XK0,087905848X,4
A1IU7S4HCK1XK0,038548951X,5
A1IU7S4HCK1XK0,787945137,5
A1IU7S4HCK1XK0,B00003ZACB,5
A1IU7S4HCK1XK0,1581800398,5
A1IU7S4HCK1XK0,1581801769,5
A1IU7S4HCK1XK0,688167365,4
A1IU7S4HCK1XK0,3822872105,5
A1IU7S4HCK1XK0,394555090,5
A1IU7S4HCK1XK0,895261901,3
A1IU7S4HCK1XK0,787945137,4
A1IU7S4HCK1XK0,B000003FDO,5
A1IU7S4HCK1XK0,1581801025,5
A1IU7S4HCK1XK0,811826856,5
A1IU7S4HCK1XK0,881333646,5
A1IU7S4HCK1XK0,60937548,5
A1IU7S4HCK1XK0,B00004SGFG,5
A1IU7S4HCK1XK0,B00005B8KW,3
A1IU7S4HCK1XK0,898159164,5
A1IU7S4HCK1XK0,1588206920,3
A1IU7S4HCK1XK0,823054373,5
A1IU7S4HCK1XK0,1883010608,5
A1IU7S4HCK1XK0,60195983,4
A1IU7S4HCK1XK0,60195983,4
A1IU7S4HCK1XK0,B000056BP0,2
A1IU7S4HCK1XK0,380978792,4
A1IU7S4HCK1XK0,1574925784,3
A1IU7S4HCK1XK0,B00005B8KE,3
A1IU7S4HCK1XK0,B000050AUW,5
A1IU7S4HCK1XK0,451522753,5
A1IU7S4HCK1XK0,553214497,3
A1IU7S4HCK1XK0,B00005S6I7,5
A1IU7S4HCK1XK0,679772871,5
A1IU7S4HCK1XK0,679752609,5
A1IU7S4HCK1XK0,679722068,5
A1IU7S4HCK1XK0,B00005EBF4,5
A1IU7S4HCK1XK0,B00005LM0S,5
A1IU7S4HCK1XK0,B00005NZD4,4
A1IU7S4HCK1XK0,B00005S6I5,5
A1IU7S4HCK1XK0,B00004S9GX,5
A1IU7S4HCK1XK0,B00004SGG6,5
A1IU7S4HCK1XK0,877799156,3
A1IU7S4HCK1XK0,64430227,5
A1IU7S4HCK1XK0,B00004RFMM,5
A1IU7S4HCK1XK0,823030458,4
A1IU7S4HCK1XK0,B000056VU4,5
A1IU7S4HCK1XK0,B00005NAZC,4
A1IU7S4HCK1XK0,B00005NWRB,3
A1IU7S4HCK1XK0,152525955,5
A1IU7S4HCK1XK0,6305878323,5
A1IU7S4HCK1XK0,6305182043,5
A1IU7S4HCK1XK0,934026122,5
A1IU7S4HCK1XK0,517415283,3
A1IU7S4HCK1XK0,792115147,3
A1IU7S4HCK1XK0,B00005N7YZ,5
A1IU7S4HCK1XK0,630522577X,4
A1IU7S4HCK1XK0,6304765258,5
A1IU7S4HCK1XK0,B00000JBLH,5
A1IU7S4HCK1XK0,156907399,5
A1IU7S4HCK1XK0,312284659,5
A1IU7S4HCK1XK0,451526554,5
A1IU7S4HCK1XK0,60187239,5
A1IU7S4HCK1XK0,B0009JE57Q,5
A1IU7S4HCK1XK0,446517127,4
A1IU7S4HCK1XK0,811800547,5
A1IU7S4HCK1XK0,1411620356,4
A1IU7S4HCK1XK0,761826963,5
A1IU7S4HCK1XK0,761830367,5
A1IU7S4HCK1XK0,761827595,5
A1IU7S4HCK1XK0,B0007ZB7BO,4
A1IU7S4HCK1XK0,131490508,5
A1IU7S4HCK1XK0,870137417,4
A1IU7S4HCK1XK0,66210844,3
A1IU7S4HCK1XK0,778800385,4
A1IU7S4HCK1XK0,B00004S4WM,5
A1IU7S4HCK1XK0,B00005AT7Y,5
A1IU7S4HCK1XK0,B00004WHF9,5
A1IU7S4HCK1XK0,B00004W4V9,5
A1IU7S4HCK1XK0,B00005B8KC,5
A1IU7S4HCK1XK0,790737345,3
A1IU7S4HCK1XK0,155921287X,5
A1IU7S4HCK1XK0,1568492421,5
A1IU7S4HCK1XK0,441008364,5
A1IU7S4HCK1XK0,553580302,3
A1IU7S4HCK1XK0,1569471746,5
A1IU7S4HCK1XK0,375501487,3
A1IU7S4HCK1XK0,553580272,4
A1IU7S4HCK1XK0,60954884,5
A1IU7S4HCK1XK0,813913284,4
A1IU7S4HCK1XK0,671027646,4
A1IU7S4HCK1XK0,451163540,4
A1IU7S4HCK1XK0,865733309,4
A1IU7S4HCK1XK0,451524934,5
A1IU7S4HCK1XK0,195888979,4
A1IU7S4HCK1XK0,812550706,5
A1IU7S4HCK1XK0,B00004RFGO,5
A1IU7S4HCK1XK0,B000050NS2,5
A1IU7S4HCK1XK0,B00004TLSS,5
A1IU7S4HCK1XK0,B0000040RF,4
A1IU7S4HCK1XK0,B00000JFRU,5
A1IU7S4HCK1XK0,140433880,5
A1IU7S4HCK1XK0,812523334,5
A1IU7S4HCK1XK0,962962813,4
A1IU7S4HCK1XK0,B0000013T1,4
A1IU7S4HCK1XK0,192835505,4
A1IU7S4HCK1XK0,345353730,4
A1IU7S4HCK1XK0,B000006AKD,5
A1IU7S4HCK1XK0,B00003GPF5,5
A1IU7S4HCK1XK0,394545125,5
A1IU7S4HCK1XK0,006105111X,4
A1IU7S4HCK1XK0,345387651,4
A1IU7S4HCK1XK0,783230362,4
A1IU7S4HCK1XK0,60955317,5
A1IU7S4HCK1XK0,345416260,3
A1IU7S4HCK1XK0,385482388,5
A1IU7S4HCK1XK0,1883010918,5
A1IU7S4HCK1XK0,060960841X,5
A1IU7S4HCK1XK0,089190395X,5
A1IU7S4HCK1XK0,60920084,4
A1IU7S4HCK1XK0,380715430,4
A1IU7S4HCK1XK0,595156770,3
A1IU7S4HCK1XK0,684135051,5
A1IU7S4HCK1XK0,002863716X,5
A1IU7S4HCK1XK0,609607472,5
A1IU7S4HCK1XK0,525945725,5
A1IU7S4HCK1XK0,553294385,4
A1IU7S4HCK1XK0,140183213,3
A1IU7S4HCK1XK0,140183191,5
A1IU7S4HCK1XK0,374518653,5
A1IU7S4HCK1XK0,865473366,5
A1IU7S4HCK1XK0,089134876X,5
A1IU7S4HCK1XK0,B00005ASMR,5
A1IU7S4HCK1XK0,038533348X,5
A1IU7S4HCK1XK0,316769495,4
A1IU7S4HCK1XK0,B000056BMC,5
A1IU7S4HCK1XK0,048627263X,5
A1IU7S4HCK1XK0,441102670,5
A1IU7S4HCK1XK0,441172717,5
A1IU7S4HCK1XK0,441328008,5
A1IU7S4HCK1XK0,441294677,5
A1IU7S4HCK1XK0,1582430314,5
A1IU7S4HCK1XK0,451191137,4
A1IU7S4HCK1XK0,B00004SAF5,5
A1IU7S4HCK1XK0,B00004SAF4,5
A1IU7S4HCK1XK0,894864025,5
A1IU7S4HCK1XK0,B00004U8LF,5
A1IU7S4HCK1XK0,874776945,5
A1IU7S4HCK1XK0,140309578,5
A1IU7S4HCK1XK0,393049922,5
A1IU7S4HCK1XK0,312156960,4
A1IU7S4HCK1XK0,345350499,4
A1IU7S4HCK1XK0,1558806768,5
A1IU7S4HCK1XK0,1560689994,5
A1IU7S4HCK1XK0,6300184064,5
A1IU7S4HCK1XK0,B00000K2SE,5
A1IU7S4HCK1XK0,783226063,3
A1IU7S4HCK1XK0,B00004UE7E,5
A1IU7S4HCK1XK0,64401871,5
A1IU7S4HCK1XK0,397321651,5
A1IU7S4HCK1XK0,B0000523VN,4
A1IU7S4HCK1XK0,380778556,5
A1IU7S4HCK1XK0,038524388X,5
A1IU7S4HCK1XK0,812575717,5
A1IU7S4HCK1XK0,1878424319,5
A1IU7S4HCK1XK0,6305242143,5
A1IU7S4HCK1XK0,6303243606,4
A1IU7S4HCK1XK0,B00004T6FL,3
A1IU7S4HCK1XK0,B000053V8F,4
A1IU7S4HCK1XK0,B00004ZB2I,4
A1IU7S4HCK1XK0,4770011067,5
A1IU7S4HCK1XK0,B0001EJ484,5
A1IU7S4HCK1XK0,553241036,5
A1IU7S4HCK1XK0,B00004S2W1,5
A1IU7S4HCK1XK0,B00080EUUS,4
A1IU7S4HCK1XK0,B0009HBPLM,5
A1IU7S4HCK1XK0,B0001WDAQS,4
A1IU7S4HCK1XK0,B0001WDARC,4
A1IU7S4HCK1XK0,595327826,5
A1IU7S4HCK1XK0,B0009JVURY,4
A1IU7S4HCK1XK0,1410798216,4
A1IU7S4HCK1XK0,609601555,5
A1IU7S4HCK1XK0,B00005447X,5
A1IU7S4HCK1XK0,B00005447X,5
A1IU7S4HCK1XK0,076790768X,5
A1IU7S4HCK1XK0,738807338,4
A1IU7S4HCK1XK0,446526894,5
A1IU7S4HCK1XK0,6514952,5
A1IU7S4HCK1XK0,385231830,4
A1IU7S4HCK1XK0,B00003JAU9,4
